,Interval,kWh,sec,Wh,cumul(ms),dates,days
1574532,26527,0.14,26.527,135.71078523768236,38984673261,2024-11-15 00:00:17.002085,15/11/24
1574533,25087,0.14,25.087,143.50061784988242,38984698348,2024-11-15 00:00:42.089085,15/11/24
1574534,25386,0.14,25.386,141.81044670290711,38984723734,2024-11-15 00:01:07.475085,15/11/24
1574535,26025,0.14,26.025,138.328530259366,38984749759,2024-11-15 00:01:33.500085,15/11/24
1574536,26856,0.13,26.856,134.04825737265415,38984776615,2024-11-15 00:02:00.356085,15/11/24
1574537,27171,0.13,27.171,132.49420337860218,38984803786,2024-11-15 00:02:27.527085,15/11/24
1574538,27449,0.13,27.449,131.15231884585958,38984831235,2024-11-15 00:02:54.976085,15/11/24
1574539,27625,0.13,27.625,130.31674208144796,38984858860,2024-11-15 00:03:22.601085,15/11/24
1574540,27765,0.13,27.765,129.65964343598054,38984886625,2024-11-15 00:03:50.366085,15/11/24
1574541,27645,0.13,27.645,130.22246337493218,38984914270,2024-11-15 00:04:18.011085,15/11/24
1574542,27323,0.13,27.323,131.75712769461626,38984941593,2024-11-15 00:04:45.334085,15/11/24
1574543,27162,0.13,27.162,132.5381047051027,38984968755,2024-11-15 00:05:12.496085,15/11/24
1574544,26807,0.13,26.807,134.2932816055508,38984995562,2024-11-15 00:05:39.303085,15/11/24
1574545,25642,0.14,25.642,140.3946650027299,38985021204,2024-11-15 00:06:04.945085,15/11/24
1574546,25565,0.14,25.565,140.81752395853707,38985046769,2024-11-15 00:06:30.510085,15/11/24
1574547,25186,0.14,25.186,142.9365520527277,38985071955,2024-11-15 00:06:55.696085,15/11/24
1574548,25438,0.14,25.438,141.5205597924365,38985097393,2024-11-15 00:07:21.134085,15/11/24
1574549,25531,0.14,25.531,141.0050526810544,38985122924,2024-11-15 00:07:46.665085,15/11/24
1574550,25530,0.14,25.53,141.0105757931845,38985148454,2024-11-15 00:08:12.195085,15/11/24
1574551,25598,0.14,25.598,140.63598718649894,38985174052,2024-11-15 00:08:37.793085,15/11/24
1574552,25280,0.14,25.28,142.40506329113924,38985199332,2024-11-15 00:09:03.073085,15/11/24
1574553,25539,0.14,25.539,140.96088335486903,38985224871,2024-11-15 00:09:28.612085,15/11/24
1574554,25394,0.14,25.394,141.76577144207292,38985250265,2024-11-15 00:09:54.006085,15/11/24
1574555,25100,0.14,25.1,143.42629482071712,38985275365,2024-11-15 00:10:19.106085,15/11/24
1574556,25354,0.14,25.354,141.9894296757908,38985300719,2024-11-15 00:10:44.460085,15/11/24
1574557,25697,0.14,25.697,140.09417441724716,38985326416,2024-11-15 00:11:10.157085,15/11/24
1574558,25293,0.14,25.293,142.33187047799785,38985351709,2024-11-15 00:11:35.450085,15/11/24
1574559,25403,0.14,25.403,141.71554540802268,38985377112,2024-11-15 00:12:00.853085,15/11/24
1574560,25619,0.14,25.619,140.52070728756001,38985402731,2024-11-15 00:12:26.472085,15/11/24
1574561,25831,0.14,25.831,139.36742673531802,38985428562,2024-11-15 00:12:52.303085,15/11/24
1574562,26243,0.14,26.243,137.17943832641086,38985454805,2024-11-15 00:13:18.546085,15/11/24
1574563,26442,0.14,26.442,136.14703880190606,38985481247,2024-11-15 00:13:44.988085,15/11/24
1574564,26234,0.14,26.234,137.22649996188153,38985507481,2024-11-15 00:14:11.222085,15/11/24
1574565,26248,0.14,26.248,137.15330691862238,38985533729,2024-11-15 00:14:37.470085,15/11/24
1574566,26381,0.14,26.381,136.46184754179143,38985560110,2024-11-15 00:15:03.851085,15/11/24
1574567,26678,0.13,26.678,134.94264937401604,38985586788,2024-11-15 00:15:30.529085,15/11/24
1574568,26352,0.14,26.352,136.6120218579235,38985613140,2024-11-15 00:15:56.881085,15/11/24
1574569,26374,0.14,26.374,136.4980662773944,38985639514,2024-11-15 00:16:23.255085,15/11/24
1574570,26589,0.14,26.589,135.3943360036105,38985666103,2024-11-15 00:16:49.844085,15/11/24
1574571,27159,0.13,27.159,132.5527449464266,38985693262,2024-11-15 00:17:17.003085,15/11/24
1574572,27027,0.13,27.027,133.2001332001332,38985720289,2024-11-15 00:17:44.030085,15/11/24
1574573,27007,0.13,27.007,133.29877439182434,38985747296,2024-11-15 00:18:11.037085,15/11/24
1574574,26926,0.13,26.926,133.69976973928544,38985774222,2024-11-15 00:18:37.963085,15/11/24
1574575,26795,0.13,26.795,134.35342414629596,38985801017,2024-11-15 00:19:04.758085,15/11/24
1574576,27001,0.13,27.001,133.32839524462057,38985828018,2024-11-15 00:19:31.759085,15/11/24
1574577,27262,0.13,27.262,132.05194042990243,38985855280,2024-11-15 00:19:59.021085,15/11/24
1574578,27581,0.13,27.581,130.52463652514413,38985882861,2024-11-15 00:20:26.602085,15/11/24
1574579,27590,0.13,27.59,130.48205871692642,38985910451,2024-11-15 00:20:54.192085,15/11/24
1574580,27676,0.13,27.676,130.07660066483595,38985938127,2024-11-15 00:21:21.868085,15/11/24
1574581,27644,0.13,27.644,130.22717407032266,38985965771,2024-11-15 00:21:49.512085,15/11/24
1574582,26946,0.13,26.946,133.6005344021376,38985992717,2024-11-15 00:22:16.458085,15/11/24
1574583,26351,0.14,26.351,136.61720617813367,38986019068,2024-11-15 00:22:42.809085,15/11/24
1574584,25526,0.14,25.526,141.03267256914518,38986044594,2024-11-15 00:23:08.335085,15/11/24
1574585,26069,0.14,26.069,138.09505542982086,38986070663,2024-11-15 00:23:34.404085,15/11/24
1574586,27023,0.13,27.023,133.21984975761387,38986097686,2024-11-15 00:24:01.427085,15/11/24
1574587,27152,0.13,27.152,132.58691809074838,38986124838,2024-11-15 00:24:28.579085,15/11/24
1574588,27109,0.13,27.109,132.79722601350105,38986151947,2024-11-15 00:24:55.688085,15/11/24
1574589,26842,0.13,26.842,134.11817301244318,38986178789,2024-11-15 00:25:22.530085,15/11/24
1574590,26849,0.13,26.849,134.08320607843868,38986205638,2024-11-15 00:25:49.379085,15/11/24
1574591,27289,0.13,27.289,131.92128696544395,38986232927,2024-11-15 00:26:16.668085,15/11/24
1574592,27182,0.13,27.182,132.44058568170112,38986260109,2024-11-15 00:26:43.850085,15/11/24
1574593,26873,0.13,26.873,133.9634577456927,38986286982,2024-11-15 00:27:10.723085,15/11/24
1574594,27083,0.13,27.083,132.92471291954362,38986314065,2024-11-15 00:27:37.806085,15/11/24
1574595,27425,0.13,27.425,131.26709206927984,38986341490,2024-11-15 00:28:05.231085,15/11/24
1574596,27847,0.13,27.847,129.27783962365785,38986369337,2024-11-15 00:28:33.078085,15/11/24
1574597,28164,0.13,28.164,127.82275244993609,38986397501,2024-11-15 00:29:01.242085,15/11/24
1574598,28147,0.13,28.147,127.89995381390557,38986425648,2024-11-15 00:29:29.389085,15/11/24
1574599,27737,0.13,27.737,129.7905325017125,38986453385,2024-11-15 00:29:57.126085,15/11/24
1574600,27872,0.13,27.872,129.16188289322616,38986481257,2024-11-15 00:30:24.998085,15/11/24
1574601,28168,0.13,28.168,127.80460096563476,38986509425,2024-11-15 00:30:53.166085,15/11/24
1574602,28075,0.13,28.075,128.2279608192342,38986537500,2024-11-15 00:31:21.241085,15/11/24
1574603,28103,0.13,28.103,128.10020282532113,38986565603,2024-11-15 00:31:49.344085,15/11/24
1574604,27908,0.13,27.908,128.99527017342697,38986593511,2024-11-15 00:32:17.252085,15/11/24
1574605,27969,0.13,27.969,128.71393328327792,38986621480,2024-11-15 00:32:45.221085,15/11/24
1574606,27793,0.13,27.793,129.52901809808225,38986649273,2024-11-15 00:33:13.014085,15/11/24
1574607,27671,0.13,27.671,130.1001048028622,38986676944,2024-11-15 00:33:40.685085,15/11/24
1574608,27463,0.13,27.463,131.08546043767979,38986704407,2024-11-15 00:34:08.148085,15/11/24
1574609,27725,0.13,27.725,129.8467087466186,38986732132,2024-11-15 00:34:35.873085,15/11/24
1574610,28021,0.13,28.021,128.47507226722814,38986760153,2024-11-15 00:35:03.894085,15/11/24
1574611,27878,0.13,27.878,129.1340842241194,38986788031,2024-11-15 00:35:31.772085,15/11/24
1574612,27930,0.13,27.93,128.89366272824918,38986815961,2024-11-15 00:35:59.702085,15/11/24
1574613,28016,0.13,28.016,128.49800114220446,38986843977,2024-11-15 00:36:27.718085,15/11/24
1574614,26916,0.13,26.916,133.74944271065536,38986870893,2024-11-15 00:36:54.634085,15/11/24
1574615,26264,0.14,26.264,137.0697532744441,38986897157,2024-11-15 00:37:20.898085,15/11/24
1574616,26585,0.14,26.585,135.4147075418469,38986923742,2024-11-15 00:37:47.483085,15/11/24
1574617,26614,0.14,26.614,135.26715262643722,38986950356,2024-11-15 00:38:14.097085,15/11/24
1574618,25835,0.14,25.835,139.34584865492548,38986976191,2024-11-15 00:38:39.932085,15/11/24
1574619,26080,0.14,26.08,138.03680981595093,38987002271,2024-11-15 00:39:06.012085,15/11/24
1574620,26129,0.14,26.129,137.77794787400973,38987028400,2024-11-15 00:39:32.141085,15/11/24
1574621,26155,0.14,26.155,137.6409864270694,38987054555,2024-11-15 00:39:58.296085,15/11/24
1574622,26045,0.14,26.045,138.22230754463428,38987080600,2024-11-15 00:40:24.341085,15/11/24
1574623,26284,0.14,26.284,136.96545426875664,38987106884,2024-11-15 00:40:50.625085,15/11/24
1574624,26315,0.14,26.315,136.8041041231237,38987133199,2024-11-15 00:41:16.940085,15/11/24
1574625,26386,0.14,26.386,136.4359887819298,38987159585,2024-11-15 00:41:43.326085,15/11/24
1574626,26293,0.14,26.293,136.91857148290418,38987185878,2024-11-15 00:42:09.619085,15/11/24
1574627,26009,0.14,26.009,138.41362605252027,38987211887,2024-11-15 00:42:35.628085,15/11/24
1574628,26270,0.14,26.27,137.03844689760183,38987238157,2024-11-15 00:43:01.898085,15/11/24
1574629,26049,0.14,26.049,138.20108257514684,38987264206,2024-11-15 00:43:27.947085,15/11/24
1574630,26445,0.14,26.445,136.13159387407828,38987290651,2024-11-15 00:43:54.392085,15/11/24
1574631,26352,0.14,26.352,136.6120218579235,38987317003,2024-11-15 00:44:20.744085,15/11/24
1574632,26084,0.14,26.084,138.01564177273426,38987343087,2024-11-15 00:44:46.828085,15/11/24
1574633,26248,0.14,26.248,137.15330691862238,38987369335,2024-11-15 00:45:13.076085,15/11/24
1574634,26343,0.14,26.343,136.6586949094636,38987395678,2024-11-15 00:45:39.419085,15/11/24
1574635,26230,0.14,26.23,137.24742661075103,38987421908,2024-11-15 00:46:05.649085,15/11/24
1574636,25951,0.14,25.951,138.72297791992602,38987447859,2024-11-15 00:46:31.600085,15/11/24
1574637,26042,0.14,26.042,138.23823055064895,38987473901,2024-11-15 00:46:57.642085,15/11/24
1574638,22090,0.16,22.09,162.96966953372566,38987495991,2024-11-15 00:47:19.732085,15/11/24
1574639,16375,0.22,16.375,219.84732824427482,38987512366,2024-11-15 00:47:36.107085,15/11/24
1574640,16789,0.21,16.789,214.42611233545773,38987529155,2024-11-15 00:47:52.896085,15/11/24
1574641,16921,0.21,16.921,212.7533833697772,38987546076,2024-11-15 00:48:09.817085,15/11/24
1574642,17086,0.21,17.086,210.69881774552266,38987563162,2024-11-15 00:48:26.903085,15/11/24
1574643,17158,0.21,17.158,209.81466371371954,38987580320,2024-11-15 00:48:44.061085,15/11/24
1574644,17228,0.21,17.228,208.96215463199442,38987597548,2024-11-15 00:49:01.289085,15/11/24
1574645,17212,0.21,17.212,209.15640250987684,38987614760,2024-11-15 00:49:18.501085,15/11/24
1574646,17282,0.21,17.282,208.30922346950584,38987632042,2024-11-15 00:49:35.783085,15/11/24
1574647,17361,0.21,17.361,207.3613271124935,38987649403,2024-11-15 00:49:53.144085,15/11/24
1574648,17333,0.21,17.333,207.69630185195868,38987666736,2024-11-15 00:50:10.477085,15/11/24
1574649,17430,0.21,17.43,206.54044750430293,38987684166,2024-11-15 00:50:27.907085,15/11/24
1574650,17638,0.2,17.638,204.10477378387571,38987701804,2024-11-15 00:50:45.545085,15/11/24
1574651,17800,0.2,17.8,202.24719101123594,38987719604,2024-11-15 00:51:03.345085,15/11/24
1574652,17885,0.2,17.885,201.28599384959463,38987737489,2024-11-15 00:51:21.230085,15/11/24
1574653,17963,0.2,17.963,200.41195791348883,38987755452,2024-11-15 00:51:39.193085,15/11/24
1574654,17883,0.2,17.883,201.30850528434826,38987773335,2024-11-15 00:51:57.076085,15/11/24
1574655,17876,0.2,17.876,201.38733497426716,38987791211,2024-11-15 00:52:14.952085,15/11/24
1574656,18020,0.2,18.02,199.7780244173141,38987809231,2024-11-15 00:52:32.972085,15/11/24
1574657,18137,0.2,18.137,198.48927606550146,38987827368,2024-11-15 00:52:51.109085,15/11/24
1574658,18097,0.2,18.097,198.92799911587556,38987845465,2024-11-15 00:53:09.206085,15/11/24
1574659,18126,0.2,18.126,198.60973187686196,38987863591,2024-11-15 00:53:27.332085,15/11/24
1574660,18249,0.2,18.249,197.27108334703271,38987881840,2024-11-15 00:53:45.581085,15/11/24
1574661,18270,0.2,18.27,197.04433497536945,38987900110,2024-11-15 00:54:03.851085,15/11/24
1574662,18237,0.2,18.237,197.40088830399736,38987918347,2024-11-15 00:54:22.088085,15/11/24
1574663,18419,0.19,18.419,195.4503501818774,38987936766,2024-11-15 00:54:40.507085,15/11/24
1574664,18364,0.2,18.364,196.0357220649096,38987955130,2024-11-15 00:54:58.871085,15/11/24
1574665,18324,0.2,18.324,196.46365422396858,38987973454,2024-11-15 00:55:17.195085,15/11/24
1574666,18516,0.19,18.516,194.42644199611146,38987991970,2024-11-15 00:55:35.711085,15/11/24
1574667,18591,0.19,18.591,193.64208487978053,38988010561,2024-11-15 00:55:54.302085,15/11/24
1574668,18580,0.19,18.58,193.756727664155,38988029141,2024-11-15 00:56:12.882085,15/11/24
1574669,18612,0.19,18.612,193.42359767891682,38988047753,2024-11-15 00:56:31.494085,15/11/24
1574670,18703,0.19,18.703,192.48248944019676,38988066456,2024-11-15 00:56:50.197085,15/11/24
1574671,18549,0.19,18.549,194.0805434255216,38988085005,2024-11-15 00:57:08.746085,15/11/24
1574672,18707,0.19,18.707,192.44133212166568,38988103712,2024-11-15 00:57:27.453085,15/11/24
1574673,18906,0.19,18.906,190.4157410345922,38988122618,2024-11-15 00:57:46.359085,15/11/24
1574674,19003,0.19,19.003,189.44377203599433,38988141621,2024-11-15 00:58:05.362085,15/11/24
1574675,22023,0.16,22.023,163.46546791990193,38988163644,2024-11-15 00:58:27.385085,15/11/24
1574676,28209,0.13,28.209,127.6188450494523,38988191853,2024-11-15 00:58:55.594085,15/11/24
1574677,28274,0.13,28.274,127.32545801796704,38988220127,2024-11-15 00:59:23.868085,15/11/24
1574678,28135,0.13,28.135,127.95450506486583,38988248262,2024-11-15 00:59:52.003085,15/11/24
1574679,27298,0.13,27.298,131.87779324492638,38988275560,2024-11-15 01:00:19.301085,15/11/24
1574680,27490,0.13,27.49,130.956711531466,38988303050,2024-11-15 01:00:46.791085,15/11/24
1574681,27599,0.13,27.599,130.43950867785065,38988330649,2024-11-15 01:01:14.390085,15/11/24
1574682,27648,0.13,27.648,130.20833333333334,38988358297,2024-11-15 01:01:42.038085,15/11/24
1574683,27511,0.13,27.511,130.856748209807,38988385808,2024-11-15 01:02:09.549085,15/11/24
1574684,27813,0.13,27.813,129.43587531010678,38988413621,2024-11-15 01:02:37.362085,15/11/24
1574685,27241,0.13,27.241,132.15373884952828,38988440862,2024-11-15 01:03:04.603085,15/11/24
1574686,27640,0.13,27.64,130.24602026049203,38988468502,2024-11-15 01:03:32.243085,15/11/24
1574687,27861,0.13,27.861,129.2128782168623,38988496363,2024-11-15 01:04:00.104085,15/11/24
1574688,27833,0.13,27.833,129.3428663816333,38988524196,2024-11-15 01:04:27.937085,15/11/24
1574689,28218,0.13,28.218,127.5781416117372,38988552414,2024-11-15 01:04:56.155085,15/11/24
1574690,27867,0.13,27.867,129.18505759500485,38988580281,2024-11-15 01:05:24.022085,15/11/24
1574691,27866,0.13,27.866,129.18969353333813,38988608147,2024-11-15 01:05:51.888085,15/11/24
1574692,27749,0.13,27.749,129.7344048434178,38988635896,2024-11-15 01:06:19.637085,15/11/24
1574693,27007,0.13,27.007,133.29877439182434,38988662903,2024-11-15 01:06:46.644085,15/11/24
1574694,26724,0.13,26.724,134.7103726986978,38988689627,2024-11-15 01:07:13.368085,15/11/24
1574695,29011,0.12,29.011,124.09086208679466,38988718638,2024-11-15 01:07:42.379085,15/11/24
1574696,28635,0.12,28.635,125.72027239392352,38988747273,2024-11-15 01:08:11.014085,15/11/24
1574697,29054,0.12,29.054,123.90720726922282,38988776327,2024-11-15 01:08:40.068085,15/11/24
1574698,33973,0.1,33.973,105.96650281105583,38988810300,2024-11-15 01:09:14.041085,15/11/24
1574699,34055,0.1,34.055,105.7113492879166,38988844355,2024-11-15 01:09:48.096085,15/11/24
1574700,33912,0.11,33.912,106.15711252653928,38988878267,2024-11-15 01:10:22.008085,15/11/24
1574701,34118,0.1,34.118,105.51614983293277,38988912385,2024-11-15 01:10:56.126085,15/11/24
1574702,34336,0.1,34.336,104.8462255358807,38988946721,2024-11-15 01:11:30.462085,15/11/24
1574703,33827,0.11,33.827,106.42386259496851,38988980548,2024-11-15 01:12:04.289085,15/11/24
1574704,33744,0.11,33.744,106.68563300142247,38989014292,2024-11-15 01:12:38.033085,15/11/24
1574705,33861,0.11,33.861,106.31700186054753,38989048153,2024-11-15 01:13:11.894085,15/11/24
1574706,34859,0.1,34.859,103.27318626466622,38989083012,2024-11-15 01:13:46.753085,15/11/24
1574707,35039,0.1,35.039,102.74265818088416,38989118051,2024-11-15 01:14:21.792085,15/11/24
1574708,34977,0.1,34.977,102.9247791405781,38989153028,2024-11-15 01:14:56.769085,15/11/24
1574709,34892,0.1,34.892,103.17551301157859,38989187920,2024-11-15 01:15:31.661085,15/11/24
1574710,34707,0.1,34.707,103.7254732474717,38989222627,2024-11-15 01:16:06.368085,15/11/24
1574711,35102,0.1,35.102,102.55825878867302,38989257729,2024-11-15 01:16:41.470085,15/11/24
1574712,36536,0.1,36.536,98.53295379899278,38989294265,2024-11-15 01:17:18.006085,15/11/24
1574713,36757,0.1,36.757,97.94052833473896,38989331022,2024-11-15 01:17:54.763085,15/11/24
1574714,35767,0.1,35.767,100.65143847680824,38989366789,2024-11-15 01:18:30.530085,15/11/24
1574715,35469,0.1,35.469,101.49708195889369,38989402258,2024-11-15 01:19:05.999085,15/11/24
1574716,34515,0.1,34.515,104.30247718383312,38989436773,2024-11-15 01:19:40.514085,15/11/24
1574717,35560,0.1,35.56,101.23734533183352,38989472333,2024-11-15 01:20:16.074085,15/11/24
1574718,35989,0.1,35.989,100.03056489482897,38989508322,2024-11-15 01:20:52.063085,15/11/24
1574719,35980,0.1,35.98,100.0555864369094,38989544302,2024-11-15 01:21:28.043085,15/11/24
1574720,36055,0.1,36.055,99.84745527666065,38989580357,2024-11-15 01:22:04.098085,15/11/24
1574721,35215,0.1,35.215,102.22916370864688,38989615572,2024-11-15 01:22:39.313085,15/11/24
1574722,35301,0.1,35.301,101.98011387779383,38989650873,2024-11-15 01:23:14.614085,15/11/24
1574723,35648,0.1,35.648,100.98743267504489,38989686521,2024-11-15 01:23:50.262085,15/11/24
1574724,35746,0.1,35.746,100.71056901471493,38989722267,2024-11-15 01:24:26.008085,15/11/24
1574725,36078,0.1,36.078,99.78380176284716,38989758345,2024-11-15 01:25:02.086085,15/11/24
1574726,35904,0.1,35.904,100.26737967914438,38989794249,2024-11-15 01:25:37.990085,15/11/24
1574727,35581,0.1,35.581,101.17759478373289,38989829830,2024-11-15 01:26:13.571085,15/11/24
1574728,35836,0.1,35.836,100.4576403616475,38989865666,2024-11-15 01:26:49.407085,15/11/24
1574729,35257,0.1,35.257,102.10738293104916,38989900923,2024-11-15 01:27:24.664085,15/11/24
1574730,35803,0.1,35.803,100.55023322067983,38989936726,2024-11-15 01:28:00.467085,15/11/24
1574731,35773,0.1,35.773,100.63455678863947,38989972499,2024-11-15 01:28:36.240085,15/11/24
1574732,37051,0.1,37.051,97.16336940973252,38990009550,2024-11-15 01:29:13.291085,15/11/24
1574733,37037,0.1,37.037,97.2000972000972,38990046587,2024-11-15 01:29:50.328085,15/11/24
1574734,36897,0.1,36.897,97.56890804130417,38990083484,2024-11-15 01:30:27.225085,15/11/24
1574735,37174,0.1,37.174,96.84187873244741,38990120658,2024-11-15 01:31:04.399085,15/11/24
1574736,35959,0.1,35.959,100.11401874356906,38990156617,2024-11-15 01:31:40.358085,15/11/24
1574737,35987,0.1,35.987,100.0361241559452,38990192604,2024-11-15 01:32:16.345085,15/11/24
1574738,35914,0.1,35.914,100.23946093445453,38990228518,2024-11-15 01:32:52.259085,15/11/24
1574739,35951,0.1,35.951,100.13629662596311,38990264469,2024-11-15 01:33:28.210085,15/11/24
1574740,35325,0.1,35.325,101.91082802547771,38990299794,2024-11-15 01:34:03.535085,15/11/24
1574741,35433,0.1,35.433,101.6002032004064,38990335227,2024-11-15 01:34:38.968085,15/11/24
1574742,35710,0.1,35.71,100.8120974516942,38990370937,2024-11-15 01:35:14.678085,15/11/24
1574743,35867,0.1,35.867,100.37081439763571,38990406804,2024-11-15 01:35:50.545085,15/11/24
1574744,35255,0.1,35.255,102.11317543610835,38990442059,2024-11-15 01:36:25.800085,15/11/24
1574745,34672,0.1,34.672,103.83017997231195,38990476731,2024-11-15 01:37:00.472085,15/11/24
1574746,33111,0.11,33.111,108.72519706441967,38990509842,2024-11-15 01:37:33.583085,15/11/24
1574747,33676,0.11,33.676,106.90105713267609,38990543518,2024-11-15 01:38:07.259085,15/11/24
1574748,34273,0.1,34.273,105.03895194467948,38990577791,2024-11-15 01:38:41.532085,15/11/24
1574749,34505,0.1,34.505,104.33270540501377,38990612296,2024-11-15 01:39:16.037085,15/11/24
1574750,34101,0.1,34.101,105.56875164951174,38990646397,2024-11-15 01:39:50.138085,15/11/24
1574751,33393,0.11,33.393,107.80702542449016,38990679790,2024-11-15 01:40:23.531085,15/11/24
1574752,34221,0.1,34.221,105.19856228631542,38990714011,2024-11-15 01:40:57.752085,15/11/24
1574753,33725,0.11,33.725,106.74573758339511,38990747736,2024-11-15 01:41:31.477085,15/11/24
1574754,34114,0.1,34.114,105.52852201442224,38990781850,2024-11-15 01:42:05.591085,15/11/24
1574755,33940,0.11,33.94,106.0695344725987,38990815790,2024-11-15 01:42:39.531085,15/11/24
1574756,34020,0.1,34.02,105.82010582010582,38990849810,2024-11-15 01:43:13.551085,15/11/24
1574757,34084,0.1,34.084,105.62140593827016,38990883894,2024-11-15 01:43:47.635085,15/11/24
1574758,34221,0.1,34.221,105.19856228631542,38990918115,2024-11-15 01:44:21.856085,15/11/24
1574759,34308,0.1,34.308,104.9317943336831,38990952423,2024-11-15 01:44:56.164085,15/11/24
1574760,34616,0.1,34.616,103.99815114397967,38990987039,2024-11-15 01:45:30.780085,15/11/24
1574761,34135,0.1,34.135,105.46360041013622,38991021174,2024-11-15 01:46:04.915085,15/11/24
1574762,34233,0.1,34.233,105.16168609236702,38991055407,2024-11-15 01:46:39.148085,15/11/24
1574763,34989,0.1,34.989,102.88947955071593,38991090396,2024-11-15 01:47:14.137085,15/11/24
1574764,35801,0.1,35.801,100.55585039524036,38991126197,2024-11-15 01:47:49.938085,15/11/24
1574765,34950,0.1,34.95,103.00429184549357,38991161147,2024-11-15 01:48:24.888085,15/11/24
1574766,35980,0.1,35.98,100.0555864369094,38991197127,2024-11-15 01:49:00.868085,15/11/24
1574767,36157,0.1,36.157,99.56578255939375,38991233284,2024-11-15 01:49:37.025085,15/11/24
1574768,36348,0.1,36.348,99.04258831297457,38991269632,2024-11-15 01:50:13.373085,15/11/24
1574769,36012,0.1,36.012,99.96667777407531,38991305644,2024-11-15 01:50:49.385085,15/11/24
1574770,36320,0.1,36.32,99.11894273127753,38991341964,2024-11-15 01:51:25.705085,15/11/24
1574771,35792,0.1,35.792,100.5811354492624,38991377756,2024-11-15 01:52:01.497085,15/11/24
1574772,35878,0.1,35.878,100.34004125090584,38991413634,2024-11-15 01:52:37.375085,15/11/24
1574773,36031,0.1,36.031,99.91396297632595,38991449665,2024-11-15 01:53:13.406085,15/11/24
1574774,36481,0.1,36.481,98.68150544118856,38991486146,2024-11-15 01:53:49.887085,15/11/24
1574775,36655,0.1,36.655,98.21306779429818,38991522801,2024-11-15 01:54:26.542085,15/11/24
1574776,36296,0.1,36.296,99.18448313863787,38991559097,2024-11-15 01:55:02.838085,15/11/24
1574777,36053,0.1,36.053,99.85299420297895,38991595150,2024-11-15 01:55:38.891085,15/11/24
1574778,36860,0.1,36.86,97.66684753119914,38991632010,2024-11-15 01:56:15.751085,15/11/24
1574779,36535,0.1,36.535,98.53565074586014,38991668545,2024-11-15 01:56:52.286085,15/11/24
1574780,36083,0.1,36.083,99.76997478036749,38991704628,2024-11-15 01:57:28.369085,15/11/24
1574781,35905,0.1,35.905,100.26458710486004,38991740533,2024-11-15 01:58:04.274085,15/11/24
1574782,35093,0.1,35.093,102.58456102356595,38991775626,2024-11-15 01:58:39.367085,15/11/24
1574783,35787,0.1,35.787,100.59518819683124,38991811413,2024-11-15 01:59:15.154085,15/11/24
1574784,35834,0.1,35.834,100.46324719540101,38991847247,2024-11-15 01:59:50.988085,15/11/24
